employee_id,name,gender,age,salary,department,overtime_hours,performance_rating,hire_date
24812,Jerry Lee,Male,48.0,"$92,319.63",HR,27.0,4.0,2021-12-25
12176,Kristina Smith,Male,29.0,"$77,986.62",Sales,54.0,2.0,2022-09-02
90396,Justin Owens DDS,Male,56.0,"$93,576.57",Finance,53.0,4.0,2024-09-08
85114,Sharon King,Female,,"$102,030.58",Finance,31.0,,2024-10-26
83883,Brandon Hart,Male,31.0,"$34,893.19",Finance,14.0,3.0,2021-01-29
99012,Robert Franco,Female,52.0,,IT,47.0,3.0,2023-01-07
54802,Johnny Lewis,Female,58.0,"$72,523.22",Marketing,54.0,2.0,2022-09-14
90551,Mary Shields MD,Female,57.0,"$48,119.56",Marketing,35.0,3.0,2021-02-07
74574,Eric Hanson,Female,60.0,"$33,280.63",Finance,33.0,3.0,2024-07-06
53656,April Parker,Male,49.0,"$95,163.12",Sales,22.0,3.0,2023-08-17
78802,William Fisher,Female,59.0,"$77,680.05",HR,46.0,1.0,2022-11-25
56284,Tommy Torres,Female,37.0,"$95,487.23",Marketing,36.0,5.0,2021-07-01
90504,Austin Davis,Female,,"$42,101.43",Marketing,3.0,3.0,2024-11-22
25126,Lisa Jones,Male,28.0,"$118,815.80",Finance,59.0,5.0,2024-10-26
80478,Michael West,Female,32.0,"$83,300.98",HR,19.0,,2024-11-07
17145,Kevin Marsh,Female,49.0,"$92,619.91",Sales,11.0,3.0,2023-03-31
1810,Sherri Thornton,Female,41.0,"$85,650.63",Sales,52.0,3.0,2023-01-12
65105,Michael Porter,Female,26.0,"$82,192.23",HR,21.0,4.0,2023-12-29
17831,Tammy Franklin,Male,47.0,,Marketing,24.0,5.0,2022-04-06
30430,Matthew Riley,Non-binary,,,Finance,26.0,1.0,2025-02-01
56193,Lindsey Torres,Non-binary,57.0,"$31,525.31",Marketing,15.0,2.0,2024-12-09
25222,Kimberly Warner,Male,49.0,"$53,968.91",IT,15.0,4.0,2020-04-03
84716,James Mccarthy,Female,55.0,"$74,956.30",Marketing,49.0,5.0,2023-07-11
66503,Charles Johnson,Male,48.0,"$46,257.30",IT,46.0,1.0,2021-04-25
90768,Matthew Cummings,Female,51.0,"$77,635.38",IT,12.0,2.0,2020-08-26
70110,Andrew Harrington,Female,43.0,"$84,692.41",Finance,25.0,4.0,2022-01-18
68368,James Smith,Male,27.0,"$42,440.08",IT,34.0,1.0,2020-06-29
67112,Mary Hampton,Non-binary,46.0,"$108,770.24",Finance,8.0,2.0,2020-05-13
11245,Becky Barrera,Male,33.0,,HR,53.0,4.0,2021-07-09
1891,Daniel Francis,Non-binary,47.0,"$42,837.11",Finance,37.0,5.0,2023-11-17
53944,Brittany Smith,Female,42.0,"$69,980.18",HR,7.0,5.0,2022-06-23
65938,Nathan Hernandez,Male,,"$84,439.88",HR,48.0,4.0,2023-01-04
50042,Christy Caldwell,Male,24.0,"$61,863.23",Sales,19.0,,2021-09-09
80039,Mr. Dylan Leonard,Non-binary,22.0,,Finance,47.0,,2023-11-11
52623,Elizabeth Mayo DVM,Male,24.0,"$104,241.14",Finance,46.0,4.0,2021-10-10
83320,Katherine Jacobs,Male,35.0,,IT,0.0,3.0,2023-03-27
38213,Edward English,Non-binary,38.0,"$64,360.64",Sales,2.0,5.0,2024-01-11
37970,Kathryn Rowland,Female,45.0,"$106,206.91",Marketing,55.0,4.0,2022-08-03
71691,Jared Ross Jr.,Non-binary,40.0,"$106,620.03",Marketing,23.0,5.0,2023-07-04
60023,Ronald Gardner,Male,45.0,,HR,19.0,2.0,2024-08-02
41499,Vicki Buckley,Male,60.0,"$111,740.00",Sales,17.0,4.0,2023-01-22
50251,Whitney Bell,Non-binary,59.0,"$70,654.15",HR,16.0,1.0,2024-02-24
43923,Michael Taylor,Non-binary,26.0,"$43,010.59",IT,45.0,1.0,2020-05-10
47394,Sheryl Herrera,Female,53.0,"$68,097.75",Marketing,56.0,1.0,2023-10-15
96030,Susan Oconnor,Female,43.0,"$102,115.25",Marketing,49.0,2.0,2023-01-21
85782,Mrs. Karen Torres,Female,33.0,"$88,208.80",Finance,36.0,1.0,2023-04-07
35589,Tony Cooper,Female,39.0,"$95,352.97",HR,35.0,2.0,2024-12-29
76594,Justin Foster,Male,47.0,"$116,200.69",Marketing,28.0,4.0,2024-08-30
51035,Mrs. Allison Graham,Male,41.0,"$60,236.14",Finance,60.0,5.0,2021-07-22
80793,Rachel Scott,Female,59.0,"$49,774.49",Marketing,60.0,5.0,2023-06-16
60898,Keith Mercer,Female,26.0,"$61,251.62",IT,45.0,3.0,2020-05-11
32954,Stephen Washington,Non-binary,52.0,"$66,148.40",Finance,41.0,1.0,2021-12-02
28376,Don Cain,Non-binary,,,IT,38.0,,2020-10-29
56418,Dennis Mcgee,Non-binary,58.0,"$77,278.59",HR,36.0,3.0,2025-02-01
66762,Diana Oliver,Male,41.0,"$88,488.05",IT,50.0,1.0,2020-03-26
23377,Timothy Keith,Male,22.0,"$67,046.62",IT,,4.0,2023-07-07
71281,Michael Lopez,Non-binary,43.0,"$110,149.66",Sales,2.0,1.0,2022-01-19
80365,Misty Swanson,Male,24.0,"$107,524.27",Sales,37.0,3.0,2020-03-21
70535,Lisa Sutton,Male,22.0,"$36,275.86",HR,7.0,3.0,2024-10-02
84996,Stacey Taylor,Female,51.0,"$43,161.69",IT,55.0,2.0,2022-12-02
50904,Gregory Fields,Female,32.0,"$115,117.04",Marketing,52.0,4.0,2021-11-15
56484,Lisa Henry,Female,50.0,"$96,663.90",Sales,41.0,4.0,2021-12-26
37120,Angela Kennedy,Non-binary,60.0,"$106,230.80",IT,4.0,,2023-12-04
3824,Barry Howard,Male,34.0,"$108,851.59",HR,39.0,2.0,2025-02-18
37240,Thomas Sharp,Non-binary,43.0,"$42,630.51",HR,40.0,,2020-06-25
80918,Vicki Roach,Non-binary,49.0,"$103,321.82",HR,11.0,1.0,2020-12-21
15859,Dylan James,Male,,"$100,331.92",IT,2.0,,2024-02-24
14640,Connie Adams,Non-binary,55.0,"$47,290.32",Sales,3.0,3.0,2023-01-10
44559,Samantha Jones,Non-binary,31.0,"$58,065.14",Finance,14.0,1.0,2022-02-26
57755,Matthew Hubbard,Non-binary,28.0,"$78,942.42",IT,33.0,2.0,2023-08-03
2424,Debra Johnson,Male,60.0,"$109,682.37",Marketing,27.0,2.0,2021-05-12
45141,Deborah Middleton,Non-binary,49.0,"$85,094.56",IT,48.0,2.0,2021-10-02
61717,Julie House,Non-binary,60.0,"$73,145.95",Sales,45.0,4.0,2022-05-09
53838,Robert Wright,Male,46.0,"$97,629.84",Sales,48.0,5.0,2020-09-27
73336,Gina Kelly,Male,44.0,"$36,125.61",HR,41.0,5.0,2021-12-30
17311,Catherine Ramirez,Female,34.0,"$36,148.98",Finance,21.0,3.0,2022-02-03
82978,Alex Travis,Non-binary,,"$66,260.48",Finance,0.0,1.0,2024-09-24
97426,Laura Wilkerson,Male,34.0,"$36,084.04",HR,,2.0,2022-08-16
55967,Chelsea Skinner,Female,25.0,"$108,654.27",Marketing,31.0,4.0,2021-10-12
32540,Ashley Spencer,Female,52.0,"$78,772.50",Marketing,9.0,2.0,2023-06-23
60274,Steven Crawford,Non-binary,46.0,"$114,098.94",Finance,48.0,5.0,2025-02-19
91103,Krista Lopez,Male,,"$95,506.94",IT,14.0,3.0,2020-02-12
64864,Walter Hernandez,Female,35.0,"$114,894.21",Finance,3.0,,2024-02-13
96597,Jason Miranda,Female,53.0,"$49,467.67",IT,10.0,1.0,2021-03-23
55257,Hector Koch,Female,27.0,"$89,006.31",Finance,13.0,4.0,2024-11-21
33911,Eric Morrow,Male,53.0,"$85,467.55",Finance,22.0,1.0,2021-04-22
46023,Heather Vincent,Non-binary,29.0,"$108,989.76",Finance,27.0,4.0,2022-06-07
58718,Tammy Williams,Non-binary,29.0,,IT,54.0,1.0,2022-08-16
24567,David Smith,Non-binary,42.0,"$69,727.57",IT,18.0,3.0,2025-02-12
28170,Alex Andrews,Male,34.0,"$59,150.63",Sales,1.0,,2020-01-13
35182,James White,Female,31.0,"$53,129.17",IT,49.0,5.0,2025-01-14
72606,Benjamin Swanson,Non-binary,26.0,"$90,081.70",IT,2.0,,2020-04-09
25058,Eric Sullivan,Non-binary,24.0,"$37,568.81",Marketing,33.0,3.0,2024-11-30
69540,Melissa Robertson,Male,,"$83,518.10",IT,47.0,5.0,2022-10-25
2403,Vincent Pennington,Female,53.0,"$47,600.54",Marketing,29.0,3.0,2023-12-14
86395,Michelle Tran,Male,52.0,"$99,708.96",HR,46.0,3.0,2020-09-17
14421,Dr. Brandon Kent,Male,32.0,"$98,291.75",Marketing,56.0,1.0,2020-01-06
18268,Roy Ford,Female,42.0,,IT,60.0,5.0,2021-07-06
76445,Benjamin Dickerson,Male,43.0,"$66,132.92",Finance,,2.0,2025-01-10
78895,Connie Thompson,Non-binary,49.0,"$74,466.36",Finance,36.0,2.0,2024-07-04
15045,Rebecca Paul,Non-binary,23.0,,Sales,60.0,5.0,2023-09-19
13713,Amy Reed,Male,,"$67,349.95",IT,24.0,4.0,2021-05-24
49371,Darren Winters,Non-binary,59.0,,IT,,2.0,2021-10-26
51,Cody Cardenas,Non-binary,57.0,"$53,853.17",Finance,,4.0,2020-12-13
54259,Hector Edwards,Male,39.0,"$112,784.92",HR,37.0,,2020-03-21
94459,Jennifer Wade,Non-binary,22.0,"$67,084.50",Sales,10.0,5.0,2022-09-10
30495,Kathryn Arnold,Female,32.0,"$99,528.42",IT,44.0,5.0,2020-01-05
94698,Sandra Little,Male,30.0,"$41,716.44",HR,56.0,5.0,2021-08-14
88310,Lisa Nguyen,Male,29.0,"$77,458.76",Marketing,53.0,5.0,2023-09-09
94906,Lee Gibson,Female,52.0,"$39,023.43",Sales,48.0,3.0,2020-03-29
43987,Larry Leach,Male,51.0,"$62,178.12",IT,0.0,5.0,2020-01-18
14673,Sheila Underwood,Male,42.0,"$100,557.00",HR,36.0,4.0,2021-08-12
34351,Christopher Landry,Male,56.0,"$35,230.35",Marketing,38.0,5.0,2024-02-08
60072,Jessica Elliott,Male,,"$110,176.28",Sales,23.0,5.0,2022-06-18
58339,Richard Flowers,Male,59.0,"$31,419.42",Sales,6.0,,2022-01-25
14135,Rebecca Mcgee,Female,29.0,"$77,095.60",HR,17.0,1.0,2022-04-24
75785,Nicholas Cohen,Non-binary,30.0,"$80,333.19",Marketing,14.0,5.0,2023-01-11
76297,Melinda Fitzpatrick,Female,42.0,"$101,540.95",HR,14.0,4.0,2020-12-12
91667,Deborah Garner,Female,33.0,"$39,832.89",IT,41.0,,2022-04-04
84840,Rachel Reyes,Female,26.0,"$95,464.65",Finance,36.0,4.0,2022-08-06
51717,Erica Harrison,Male,49.0,"$119,647.75",HR,50.0,2.0,2021-08-23
79258,Javier Spencer,Non-binary,55.0,"$85,042.74",IT,13.0,5.0,2024-10-31
69723,Jordan Watson,Male,54.0,,IT,12.0,1.0,2022-11-03
24409,Patrick Arellano,Male,27.0,"$83,615.27",Sales,54.0,4.0,2023-04-01
26858,Michael Tucker,Non-binary,40.0,,IT,59.0,2.0,2020-05-15
8880,Sarah Figueroa,Non-binary,54.0,"$67,372.44",Finance,13.0,4.0,2023-04-11
12009,Nicholas White,Non-binary,57.0,"$51,553.63",IT,30.0,4.0,2024-05-09
42255,Amber Zuniga,Male,58.0,,Finance,23.0,3.0,2023-10-05
21540,Allison Nguyen,Male,,"$63,053.31",Finance,47.0,1.0,2020-11-21
77680,Tony Dodson,Non-binary,24.0,"$98,603.66",Sales,13.0,4.0,2024-05-21
53829,Robert Rogers,Female,35.0,"$54,523.97",Finance,33.0,3.0,2023-05-18
8387,Jason Johnson,Male,48.0,"$33,257.86",Sales,4.0,1.0,2021-05-11
50580,Charles Curtis,Male,49.0,"$106,247.96",Finance,28.0,3.0,2021-08-22
26916,Amy Holt,Female,55.0,"$116,719.34",HR,47.0,,2021-01-11
40143,John Anderson,Female,45.0,"$69,338.87",HR,57.0,1.0,2020-01-20
35725,Michael Lawrence,Female,26.0,"$95,195.84",Marketing,31.0,,2023-04-14
98908,Jacob Castro,Female,57.0,"$52,075.45",Sales,5.0,,2021-10-19
58306,James Hernandez,Female,36.0,"$32,708.90",Finance,,1.0,2025-01-05
31512,Erin Vincent,Female,,,Marketing,42.0,4.0,2020-10-19
76153,Andrea Salazar,Male,36.0,"$77,547.51",HR,60.0,3.0,2021-07-02
88555,Jamie Simpson,Female,29.0,"$96,059.86",Finance,2.0,2.0,2022-03-04
44205,Jamie Jones,Male,,"$101,221.11",HR,56.0,4.0,2024-01-21
26602,Ashley Smith,Non-binary,50.0,,Marketing,33.0,1.0,2023-01-15
25814,Eric Johnson,Male,36.0,"$60,901.54",Sales,14.0,4.0,2023-03-14
96923,Kevin Hernandez,Male,23.0,"$93,359.26",IT,6.0,,2021-06-03
23414,Shelley Coleman,Male,,"$81,557.87",IT,22.0,2.0,2022-04-26
37873,Julia Wallace,Non-binary,24.0,,Finance,3.0,3.0,2020-08-10
98788,Andrea Webb,Female,56.0,"$109,004.21",HR,23.0,3.0,2024-07-18
61284,John White,Male,34.0,"$69,749.92",Marketing,50.0,1.0,2021-03-19
78156,Mark Jimenez,Male,39.0,"$34,129.22",Marketing,52.0,5.0,2023-12-09
24937,Anthony Perez,Male,52.0,"$71,158.72",IT,33.0,4.0,2024-04-23
61564,Larry Crawford,Male,46.0,"$84,806.33",HR,26.0,4.0,2022-07-30
2752,Michael Sweeney,Non-binary,41.0,"$77,157.61",IT,53.0,1.0,2020-05-02
70845,Kayla Salinas,Male,29.0,"$35,340.49",IT,23.0,1.0,2022-08-28
49139,Charles Hall DDS,Non-binary,51.0,"$98,542.26",HR,59.0,4.0,2021-09-13
20905,Douglas Casey,Male,55.0,"$117,449.78",Finance,58.0,2.0,2020-08-20
25696,Shawn Norris,Male,42.0,"$106,732.08",Marketing,43.0,1.0,2024-08-17
35454,Tiffany Golden,Non-binary,,"$76,931.87",Sales,48.0,2.0,2020-08-24
10885,Ashley Smith,Male,33.0,,Sales,25.0,4.0,2021-05-03
92677,Alexis Willis,Male,47.0,"$64,009.79",Sales,33.0,4.0,2020-11-13
58466,Beverly Rice,Female,48.0,"$51,588.86",IT,30.0,2.0,2022-07-16
21476,Kristen Schneider,Male,23.0,"$108,500.09",Marketing,8.0,3.0,2023-12-18
22284,Charles Robinson,Non-binary,22.0,"$37,883.96",Sales,17.0,4.0,2022-07-22
62014,Harold Gutierrez,Female,58.0,"$30,696.08",Marketing,50.0,4.0,2022-02-21
64028,Rhonda Gonzalez,Non-binary,57.0,"$81,319.61",HR,6.0,,2024-11-18
13521,Eric Henry,Male,36.0,"$49,860.57",Sales,,5.0,2020-07-22
78841,Patrick Tucker,Male,31.0,"$37,931.45",IT,18.0,3.0,2023-11-14
71688,Alexandra Cole,Non-binary,23.0,"$33,863.90",HR,14.0,3.0,2023-02-08
76873,Margaret Odom,Non-binary,27.0,"$89,122.72",Sales,11.0,4.0,2020-02-21
42659,Erin Lyons,Non-binary,31.0,"$83,922.92",Sales,2.0,2.0,2023-09-19
63763,Timothy Stevens,Male,48.0,,Finance,38.0,1.0,2023-01-24
17911,Christopher Martin,Female,50.0,"$107,771.36",Sales,4.0,2.0,2020-02-25
89487,Angela Yang,Female,51.0,"$108,539.38",Sales,42.0,2.0,2024-06-02
9855,Ashley Young,Male,32.0,"$74,421.71",Finance,9.0,4.0,2022-03-12
33340,Whitney Martinez,Female,49.0,,IT,54.0,1.0,2020-11-29
86528,Meghan Rose,Male,57.0,"$108,215.00",Sales,25.0,,2023-09-01
97479,Stacey Johnson,Male,34.0,"$72,414.51",Marketing,4.0,3.0,2023-04-28
42822,Gabriel Peters,Non-binary,26.0,,Finance,52.0,3.0,2021-05-20
95002,Judy Cruz,Non-binary,55.0,,IT,10.0,1.0,2021-08-29
84824,John Clark,Female,49.0,"$32,923.29",Sales,49.0,4.0,2023-06-06
55192,Morgan Allison,Non-binary,,"$80,629.47",IT,60.0,3.0,2024-11-19
43766,Jennifer Mitchell MD,Male,40.0,"$55,738.50",HR,27.0,4.0,2022-12-29
91333,Michael George,Male,43.0,"$58,180.60",HR,52.0,2.0,2022-12-12
34168,Chase Anderson,Non-binary,52.0,"$56,279.56",Finance,42.0,3.0,2024-04-27
14923,Kevin Mathews,Female,49.0,"$109,168.12",Sales,0.0,5.0,2023-06-26
74311,Carrie Bentley,Non-binary,32.0,"$38,748.38",IT,22.0,4.0,2024-09-13
17497,Brittany Lopez,Female,24.0,"$53,989.50",IT,26.0,,2025-02-23
10434,Brian Moore,Female,52.0,"$55,979.18",IT,54.0,3.0,2024-12-23
50882,Kari Fletcher,Female,45.0,"$58,050.24",Marketing,37.0,4.0,2022-04-29
11585,Susan Davis,Male,26.0,"$90,269.71",Finance,57.0,2.0,2024-09-03
55359,Mike Walker,Female,33.0,"$92,220.59",HR,42.0,,2024-06-04
91499,Dillon Odonnell,Non-binary,31.0,"$30,563.59",Marketing,59.0,2.0,2023-11-25
27049,Julie Williams,Female,42.0,"$110,913.74",IT,57.0,2.0,2021-07-31
65887,Stephanie Williams,Male,51.0,"$37,778.50",HR,15.0,,2023-07-30
47666,Jenna Robinson,Non-binary,22.0,"$104,871.77",HR,44.0,3.0,2022-06-16
71085,Michelle Jenkins,Female,29.0,"$101,145.70",Marketing,27.0,,2023-03-07
6229,Sandra Reyes,Non-binary,,"$48,751.04",Marketing,31.0,4.0,2022-08-13
4616,Thomas Weeks,Female,41.0,"$82,975.70",Marketing,14.0,3.0,2021-11-22
39968,Calvin Jimenez,Non-binary,26.0,"$100,250.09",Sales,13.0,5.0,2024-06-02
73143,Aaron Miller,Non-binary,38.0,"$94,685.10",HR,27.0,5.0,2022-04-22
11294,Janet Taylor,Female,58.0,"$106,246.32",IT,49.0,1.0,2021-04-02
27286,Charles Simon,Male,25.0,"$47,632.99",HR,,4.0,2023-01-30
73539,Chad Willis,Female,51.0,,HR,12.0,,2021-12-30
70675,Brandon Lee,Male,52.0,,IT,14.0,2.0,2020-06-11
29622,Anne Larson,Female,43.0,"$38,554.30",Marketing,59.0,2.0,2022-02-15
4955,Abigail Jones,Non-binary,54.0,"$63,190.26",Marketing,35.0,1.0,2023-03-24
90250,Jeremy Matthews,Non-binary,35.0,"$91,761.49",IT,36.0,4.0,2020-05-01
46871,Anthony Hill,Non-binary,41.0,,Finance,36.0,2.0,2020-06-30
40413,Angela Jones,Non-binary,49.0,"$105,833.66",Marketing,36.0,5.0,2023-10-12
80646,Morgan Stanley,Female,52.0,"$59,887.24",Sales,31.0,1.0,2023-04-01
7294,Michael Gray,Male,59.0,"$51,504.75",Sales,17.0,2.0,2020-03-06
1340,Lorraine Stephenson,Male,47.0,"$78,947.73",Sales,2.0,1.0,2022-06-01
65233,Madeline Hayes,Non-binary,59.0,"$58,917.90",IT,47.0,4.0,2023-11-29
3751,Sherry Johnson,Female,40.0,"$39,414.87",HR,50.0,1.0,2024-12-19
21668,Stephanie Hall,Male,33.0,"$100,396.57",HR,19.0,,2021-07-06
42835,Mrs. Andrea Smith PhD,Non-binary,25.0,"$98,387.62",HR,24.0,5.0,2024-05-18
27936,Kaitlyn Williams,Male,25.0,,HR,1.0,1.0,2021-12-24
96334,Troy Gomez,Non-binary,36.0,"$99,460.43",IT,40.0,1.0,2024-09-16
59940,Katherine Garcia,Non-binary,40.0,"$47,722.94",IT,43.0,1.0,2023-05-20
94685,Joshua Thompson,Non-binary,36.0,"$95,593.74",Finance,,5.0,2021-07-17
11989,James Berry,Female,37.0,"$81,600.84",IT,12.0,5.0,2021-03-19
57941,Rachel King,Female,30.0,"$83,773.70",Marketing,19.0,3.0,2022-02-28
86456,Lori West,Female,53.0,,Finance,8.0,,2022-05-27
65046,Richard Reyes,Non-binary,,"$101,293.53",Marketing,24.0,5.0,2024-06-15
47065,Mrs. Marissa Adams,Male,,"$54,506.59",IT,18.0,5.0,2021-05-03
67333,Rebecca Elliott,Female,30.0,"$61,464.59",Marketing,2.0,2.0,2023-12-17
48743,Samantha Miller,Female,,"$93,243.23",Finance,52.0,1.0,2024-10-03
52433,Margaret Odom DVM,Male,55.0,"$50,441.09",Sales,52.0,5.0,2021-09-13
84413,Victor Anderson,Non-binary,45.0,"$88,453.08",IT,21.0,,2021-10-28
60431,Michael Grimes,Non-binary,31.0,,Marketing,41.0,5.0,2021-04-23
20164,Russell Foster,Female,55.0,"$71,521.35",IT,46.0,5.0,2024-09-20
92254,Shane Watson,Non-binary,,"$54,641.78",HR,13.0,1.0,2022-04-21
45392,Stephanie Garner,Female,30.0,"$116,354.26",HR,32.0,5.0,2022-04-30
67985,Carol Collins,Female,51.0,"$109,297.92",HR,21.0,5.0,2020-07-16
60647,Julie Adams,Female,52.0,"$58,461.30",Sales,45.0,3.0,2024-07-09
25699,Carl Taylor,Non-binary,54.0,"$53,426.81",HR,34.0,2.0,2025-02-28
96837,Monica Freeman,Non-binary,47.0,,Sales,16.0,2.0,2020-10-03
61609,Hector Jones,Female,26.0,"$68,855.39",Marketing,,,2022-02-11
6903,Michael Anderson,Male,37.0,"$87,617.57",IT,37.0,5.0,2022-12-15
44955,Christopher Bryant,Male,59.0,"$82,973.20",Sales,35.0,5.0,2020-06-23
32290,Allison Zimmerman,Non-binary,39.0,"$39,952.74",Marketing,,5.0,2024-04-02
61907,Summer Reese,Non-binary,58.0,"$74,775.12",IT,42.0,1.0,2021-01-14
83487,Tammy Hanna,Male,24.0,"$114,155.24",Marketing,7.0,3.0,2022-12-18
5113,Barbara Stein,Male,24.0,"$55,359.85",Finance,49.0,4.0,2023-11-07
33312,Cassandra Barton,Female,43.0,,Finance,18.0,3.0,2024-11-17
57934,Jillian Griffin,Female,,"$54,821.23",Finance,20.0,5.0,2020-09-20
61343,Jesus Mcclain,Non-binary,53.0,,HR,7.0,5.0,2024-10-08
68068,Nicole Hale,Male,27.0,"$111,109.84",Marketing,36.0,3.0,2020-01-02
3425,Christina Pierce,Non-binary,30.0,"$116,482.94",HR,12.0,2.0,2021-03-18
47692,Jaclyn Mason,Male,50.0,,Sales,51.0,2.0,2024-04-05
56604,Morgan Hall MD,Female,40.0,"$41,005.16",Finance,27.0,2.0,2021-03-24
39440,Maria Hall,Non-binary,35.0,"$48,718.71",Sales,59.0,4.0,2020-12-07
83509,Brittany Brown,Non-binary,52.0,"$90,392.44",Marketing,57.0,5.0,2021-01-04
82190,Tara King,Female,23.0,"$77,581.20",Finance,,3.0,2021-06-05
88612,Jordan Miller,Non-binary,41.0,"$118,248.60",HR,28.0,5.0,2025-01-03
71205,David Chan,Male,44.0,,Finance,51.0,3.0,2025-01-27
59552,Taylor Howell,Female,45.0,"$47,008.17",Sales,14.0,3.0,2023-11-22
47095,Tina Brown,Female,,"$106,568.10",HR,59.0,3.0,2022-10-18
98205,Anita Figueroa,Female,58.0,"$84,547.85",Marketing,27.0,3.0,2022-03-16
84897,Margaret Clements,Male,38.0,"$93,858.84",Sales,,5.0,2025-02-17
92612,Kelly Barr,Male,26.0,"$78,268.28",Finance,34.0,5.0,2024-02-12
9035,Cheyenne Jones,Non-binary,28.0,"$45,463.49",HR,49.0,,2021-04-15
97144,Krystal Alexander,Female,35.0,"$68,251.25",HR,60.0,5.0,2024-09-07
11234,Ralph Gould,Female,44.0,"$105,398.89",IT,48.0,3.0,2024-05-16
75842,Jennifer Watson,Male,25.0,"$79,109.79",Sales,56.0,5.0,2020-09-25
43778,James Fuentes,Male,48.0,"$110,144.13",IT,9.0,5.0,2021-09-30
84590,Jennifer Rodriguez,Male,46.0,"$93,710.63",HR,34.0,3.0,2021-05-08
53472,Jacob Kelley,Male,39.0,"$98,590.02",IT,23.0,4.0,2023-08-30
77476,Juan Mendez,Non-binary,22.0,,Sales,57.0,,2023-11-20
55060,Adrian Sharp,Male,54.0,"$84,644.48",Finance,29.0,2.0,2024-04-01
92317,Erica Garcia,Male,27.0,,Sales,15.0,1.0,2022-04-07
28846,Devin Flores,Male,40.0,"$97,306.16",HR,24.0,1.0,2021-12-17
29344,Juan Villa,Non-binary,34.0,,Finance,33.0,1.0,2020-03-26
34682,Edwin Lopez,Female,,"$66,112.39",Finance,44.0,1.0,2025-01-03
97904,Jennifer Farley,Non-binary,28.0,"$61,148.54",Marketing,3.0,4.0,2024-01-31
60531,Allison Ruiz,Non-binary,24.0,"$80,145.86",Sales,2.0,5.0,2023-04-28
80837,Amber Baker,Male,60.0,"$100,184.09",HR,52.0,5.0,2021-07-08
89680,Kim Edwards,Non-binary,26.0,,IT,44.0,2.0,2021-12-13
28613,George Vazquez,Female,35.0,"$117,499.49",Finance,39.0,5.0,2023-04-19
20668,Jeremy Hill,Male,53.0,"$60,765.72",Marketing,25.0,2.0,2023-05-28
24238,Gary Miranda,Male,26.0,"$35,098.60",Marketing,42.0,2.0,2021-04-07
31308,Megan Hanson,Non-binary,22.0,"$62,847.31",IT,36.0,3.0,2022-09-08
38159,Jeffery Williams,Female,37.0,"$119,745.58",Sales,13.0,2.0,2024-02-22
3113,Mr. Alexander Howard,Female,33.0,"$50,013.77",Marketing,8.0,4.0,2020-12-22
48834,Dwayne Boone,Male,24.0,"$106,447.54",Finance,27.0,2.0,2021-11-08
98626,Joyce Cox,Female,41.0,"$52,180.95",Marketing,11.0,1.0,2021-03-20
15027,Christine Mills,Non-binary,53.0,"$39,814.27",Sales,19.0,2.0,2020-12-26
70013,Cory Herrera,Non-binary,60.0,"$107,411.11",IT,37.0,,2024-05-25
82421,Casey Howard,Non-binary,26.0,"$51,513.05",Finance,13.0,,2021-07-02
20948,Amber Garcia,Female,30.0,"$116,863.41",Sales,34.0,5.0,2022-03-22
31864,Erica Turner,Male,58.0,"$74,329.70",Sales,25.0,4.0,2023-06-10
78215,Norma Dixon MD,Non-binary,34.0,"$82,743.62",HR,10.0,2.0,2023-05-06
25930,Stanley White,Female,31.0,"$60,079.92",IT,42.0,1.0,2021-06-07
31842,Erik Kramer,Female,37.0,"$109,210.86",HR,53.0,5.0,2022-03-20
75372,Jasmine Rojas,Non-binary,52.0,"$85,486.90",HR,36.0,,2021-08-23
83900,Evan Walters,Non-binary,28.0,,IT,39.0,2.0,2024-04-21
15573,Kenneth Decker,Female,50.0,"$100,040.81",Marketing,11.0,1.0,2021-05-08
19577,Cory Jones,Male,48.0,"$82,778.87",Marketing,21.0,5.0,2020-12-20
9008,Alyssa Orr,Non-binary,57.0,"$56,147.48",HR,35.0,1.0,2023-12-21
57748,Charles Sanchez,Male,35.0,"$78,755.24",IT,51.0,4.0,2020-11-22
6053,Jacob Robinson,Female,60.0,"$99,822.19",IT,55.0,,2023-06-12
51339,Amanda Wright,Non-binary,,"$54,537.01",Marketing,57.0,3.0,2024-06-03
81234,Gregg Williams,Non-binary,45.0,"$43,117.08",Sales,40.0,2.0,2021-11-19
40487,Mark Lopez,Male,46.0,"$56,091.40",IT,20.0,2.0,2023-01-11
37857,Douglas Mason,Female,47.0,,IT,51.0,2.0,2021-11-03
19419,Eric Harmon,Female,31.0,,HR,37.0,3.0,2025-01-22
93546,Emma Garcia,Female,35.0,"$115,030.07",Marketing,49.0,3.0,2023-07-08
42471,Dennis Howell,Male,47.0,"$42,222.49",Finance,17.0,2.0,2022-08-05
98255,Michael Walter,Non-binary,47.0,"$45,498.00",Sales,,2.0,2021-10-14
229,Carrie Torres,Male,55.0,"$107,843.08",HR,57.0,1.0,2020-07-16
2335,Andrew Hayes,Female,31.0,"$88,209.79",Finance,36.0,5.0,2020-11-30
47055,Jeffrey Johnson,Male,33.0,"$102,342.54",Sales,14.0,1.0,2020-05-10
9523,Allison Greene,Female,41.0,"$107,652.41",Marketing,49.0,1.0,2023-02-03
89891,Robert Vaughn,Male,32.0,"$40,820.85",HR,50.0,1.0,2021-08-18
